Brand,Product,Product Type,Price,Rating,Details,Ingredients,URL,Store
Indie Lee,Brightening Cleanser,face cleanser,34.0,4.5,"What it is:  A cleanser, makeup remover, and mask in one, this face wash is rich in potent antioxidants and plant extracts to cleanse, protect, and enhance the skin.Skin Type: Normal, Dry, Combination, and Oily Skincare Concerns: Dullness and uneven texture, Dark spots, PoresFormulation:  GelHighlighted Ingredients:- Strawberry Seed Oil: Provides vitamins A, B, C, E, and Omega 3 to help protect, brighten and hydrate.- Hydrolized Wheat Proteins: Help balance moisture.- Tomato Extracts: Provides antioxidants and is high in vitamins A, C, and K with gentle astringent and exfoliating properties. Ingredient Callouts:  This product is vegan, cruelty-free, and comes in recyclable packaging. What Else You Need to Know: Brightening Cleanser's berry blend lightly foams to gently wash away makeup and impurities. This antioxidant-rich formula doubles as an exfoliator when used as a mask for five minutes before rinsing, helping to smooth uneven texture and minimize the appearance of enlarged pores. Clean at Sephora
Clean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab.
"," -Strawberry Seed Oil: Provides vitamins A, B, C, E, and Omega 3 to help protect, brighten and hydrate.-Hydrolized Wheat Proteins: Help balance moisture.-Tomato Extracts: Provides antioxidants and is high in vitamins A, C, and K with gentle astringent and exfoliating properties. Water, Decyl Glucoside (Veg. Oils & Sugar), Disodium Coco-Glucoside Citrate, Coco Glucoside (Coconut and Sunflower Oil), Glyceryl Oleate, Hydrolyzed Wheat Protein, Xanthan Gum, Fragaria Chiloensis (Strawberry) Seed Oil, Lycopene (Tomato), Propanediol, Ethylhexylglycerin, Potassium Sorbate.
Clean at Sephora products are formulated without:
SulfatesSLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",https://sephora.com/product/brightening-cleanser-P432271?icid2=products%20grid:p432271,Sephora
Caudalie,Instant Foaming Cleanser,face cleanser,28.0,5.0,"What it is:  A natural, soap-free foaming daily cleanser packed with antioxidants to gently cleanse, purify, and soften skin. Skin Type: Normal and Dry Skincare Concerns: Dryness and Dullness and Uneven TextureFormulation: MousseHighlighted Ingredients:- Grape Extract: Provides protective antioxidants and increases radiance.- Sage Extract: Tones, softens, and fights the appearance of blemishes with antibacterial properties.- Chamomile Extract: Calms, soothes, and combats redness. Ingredient Callouts: This product is vegan, cruelty-free, and gluten-free. What Else You Need to Know:  Use this airy foam cleanser daily to purge impurities without stripping the skin. The formula is powered by antioxidant grape seeds and sage extract to clarify skin and prevent blemishes. It is suitable for sensitive skin and contains soothing chamomile extract to combat redness and soothe.Clinical Results:  In a test of 22 volunteers over 14 days:- 100% said the product deeply cleanses, removes sebum and impurities, and leaves the skin feeling clean, refreshed, and comfortableClean at SephoraClean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab.","-Hyaluronic Acid: Naturally-occurring ingredient in the human body which delivers moisture, firmness, and suppleness.-Vitamin B5: Hydrates and soothes.-Algae and Marine Extracts: Help reduce the appearance of fine lines and wrinkles while smoothing and softening skin.Water, Hydroxyethylcellulose, Sodium Hyaluronate, Disodium EDTA, Sodium Nitrate, Algae Extract, Calcium Pantothenate, Glycerin, Phenoxyethanol. Clean at Sephora products are formulated without: SulfatesSLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",https://sephora.com/product/caudalie-instant-foaming-cleanser-P454778?icid2=products%20grid:p454778,Sephora
boscia,MakeUp-BreakUp Cool Cleansing Oil,face cleanser,32.0,4.5,"What it is:  A cleansing oil that helps clear the look of skin-clogging impurities and makeup without leaving an oily residue. Skin Type: Normal, Dry, Combination, and Oily Skincare Concerns: Pores and DrynessFormulation: OilHighlighted Ingredients:- Rosehip, Green Tea, Avocado, and Olive Fruit Oil Complex: Work to refine the appearance of pores, protect from free-radical damage, and detoxify and nurture the skin. - Botanical Amino Acids: Help maintain skin’s protective moisture barrier. - Hydrangea Leaf: Gently purifies and helps minimize the appearance of pores.  Ingredient Callouts: This product is vegan, cruelty-free, and gluten-free. What Else You Need to Know:  This cleansing oil removes makeup, brightens complexion, nurtures pores, and is packed with skin nutrients that rinse away surface debris and makeup quickly and easily. Skin is left feeling nurtured and clean.Clean at SephoraClean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab.","-Rosehip, Green Tea, Avocado, and Olive Fruit Oil Complex: Work to refine the appearance of pores, protect from free-radical damage, and detoxify and nurture the skin. -Botanical Amino Acids: Help maintain skin’s protective moisture barrier. -Hydrangea Leaf: Gently purifies and helps minimize the appearance of pores. Cetyl Ethylhexanoate, Olea Europaea (Olive) Fruit Oil, Polyglyceryl-10 Diisostearate, Hydrogenated Polyisobutene, PEG-20 Glyceryl Triisostearate, Glyceryl Behenate/Eicosadioate, Persea Gratissima (Avocado) Oil, Camellia Sinensis Leaf Extract, Rosa Canina Fruit Oil, Eucalyptus Globulus Leaf Oil, Camellia Oleifera Leaf Extract, Corallina Officinalis Extract, Simmondsia Chinensis (Jojoba) Seed Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract, Curcuma Longa (Turmeric) Root Extract, Ocimum Sanctum Leaf Extract, Aloe Barbadensis Flower Extract, Carthamus Tinctorius (Safflower) Seed Oil, Solanum Melongena (Eggplant) Fruit Extract, Water/Aqua/Eau, Coccinia Indica Fruit Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Isostearic Acid, Menthol, Butylene Glycol, Tocopheryl Acetate. Clean at Sephora products are formulated without:SulfatesSLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",https://sephora.com/product/makeup-breakup-cool-cleansing-oil-P254604?icid2=products%20grid:p254604,Sephora
CLINIQUE,Liquid Facial Soap,face cleanser,18.5,4.5,"Which skin type is it good for?✔ Normal✔ Oily✔ Combination✔ Dry✔ Sensitive
What it is:A non-drying liquid soap that cleanses gently and thoroughly.
Solutions for:
- Dryness
If you want to know more…Clinically formulated cleansingthat's how great skin starts. This dermatologist-developed Facial Soap maintains protective lipids and loosens surface flakes to leave skin clean, comfortable, and refreshednever taut or dry. It rinses away easily and prepares skin perfectly for the exfoliating action of Clarifying Lotion, while the convenient pump dispenser provides just the right amount of product.
What it is formulated WITHOUT:- Parabens- Phthalates
What else you need to know:This product is allergy tested, dermatologist developed, and free of fragrance, oil, silicone, alcohol, and gluten. Mild and Oily Skin versions are oil-free.
","Water, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Hydroxysultaine, Lauramidopropyl Betaine, Sodium Cocoyl Sarcosinate, Tea-Cocoyl Glutamate, Di-Ppg-2 Myreth-10 Adipate, Aloe Barbadensis Leaf Juice, Peg-120 Methyl Glucose Dioleate, Sucrose, Sodium Hyaluronate, Cetyl Triethylmonium Dimethicone Peg-8 Succinate, Butylene Glycol, Hexylene Glycol, Polyquaternium-7, Laureth-2, Caprylyl Glycol, Sodium Sulfate, Tocopheryl Acetate, Edta, Disodium Edta, Phenoxyethanol Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://sephora.com/product/liquid-facial-soap-P139000?icid2=products%20grid:p139000,Sephora
Dermalogica,Special Cleansing Gel,face cleanser,39.0,4.5,"What it is:  A soap-free cleanser that gently removes impurities, without disturbing the skin’s natural moisture balance.Skin Type: Normal, Dry, Combination, and Oily Skincare Concerns: Pores, Dryness, and OilinessFormulation: GelHighlighted Ingredients:- Lavender: Soothes skin.- Quillaja Saponaria Bark Extract: Naturally foams and cleanses.  Ingredient Callouts: Free of formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and gluten-free. What Else You Need to Know:  Dermalogica’s Special Cleansing Gel is a soap-free, naturally-foaming cleanser that gently rinses away toxins and debris to leave skin feeling smooth and clean. Lightweight and mild enough to use every day, it also features calming balm mint and lavender extracts to soothe the skin and clear pores."," -Lavender: Soothes skin.-Quillaja Saponaria Bark Extract: Naturally foams and cleanses.  Water, Sodium Laureth Sulfate, Disodium Lauroamphodiacetate, Sodium Trideceth Sulfate, Hexylene Glycol, Hydroxyethylcellulose, Lavandula Angustifolia (Lavender) Extract, Melissa Officinalis Leaf Extract, Quillaja Saponaria Bark Extract, Lavandula Angustifolia (Lavender) Oil, PPG-5-Ceteth-20, Citric Acid, Sodium Chloride, Phenoxyethanol, Methylparaben, Propylparaben.",https://sephora.com/product/special-cleansing-gel-P423136?icid2=products%20grid:p423136,Sephora
Kiehl's Since 1851,Calendula Deep Clean Foaming Face Wash,face cleanser,32.0,4.5,"What it is:  A gentle face wash that cleanses and nurtures without over-drying for clean skin that looks fresh.Skin Type: Combination and Oily Skincare Concerns: Oiliness, Acne, and BlemishesFormulation: Lightweight GelHighlighted Ingredients:- Calendula Extract: Provides skin-soothing properties- Glycerin: Supports the moisture barrier for softer-feeling skin. Ingredient Callouts: Free of parabens. This product also comes in recyclable packaging. What Else You Need to Know:  This face cleanser is made with calendula flower extract derived from petals handpicked in the Mediterranean. It works to breaks down dirt, oil, and impurities without compromising the moisture barrier, helping skin look hydrated and feel soothed, not dry or tight. Ideal for normal to oily skin and sensitive skin.","-Calendula Extract: Provides skin-soothing properties-Glycerin: Supports the moisture barrier for softer-feeling skin. Aqua/Water, Sodium Cocoyl Glycinate, Coco-Betaine, Glycerin, Acrylates Copolymer, Sodium Chloride, Phenoxyethanol, Citrus Limon Peel Oil/Lemon Peel Oil, Limonene, Sodium Hydroxide, Tetrasodium Edta, Propylene Glycol, Geranium Maculatum Oil, Citral, Calendula Officinalis Flower Extract, Cymbopogon Schoenanthus Oil, Artemisia Absinthium Extract, Citric Acid.",https://sephora.com/product/calendula-deep-clean-foaming-face-wash-P422013?icid2=products%20grid:p422013,Sephora
Glow Recipe,Blueberry Bounce Gentle Cleanser,face cleanser,34.0,4.0,"What it is:  A gentle cleanser and makeup remover, packed with antioxidant-rich blueberries, hyaluronic acid, and gentle AHAs. Skin Type: Normal, Dry, Combination, and Oily Skincare Concerns: Pores, Oiliness, and Acne and BlemishesFormulation: Lightweight GelHighlighted Ingredients:- Blueberry Extract: Packed with antioxidants to protect skin against environmental stressors.- Hyaluronic Acid: Hydrates skin by holding up to 1,000 times its weight in moisture. - AHA: A blend of lactic acid (derived from plants) and glycolic acid that gently exfoliates and hydrates to reveal smoother, brighter skin over time by removing dead surface skin cells.Ingredient Callouts: This product is vegan and gluten-free. What Else You Need to Know:  This cleanser delivers all the antioxidant-rich benefits of blueberries. The gentle formula is packed with nourishing oils to remove makeup with minimal rubbing, while hyaluronic acid and AHAs help improve the look of pores. Skin is left clear, radiant, and glowy. Clean at SephoraClean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab."," -Blueberry Extract: Packed with antioxidants to protect skin against environmental stressors.-Hyaluronic Acid: Hydrates skin by holding up to 1,000 times its weight in moisture. -AHA: A blend of lactic acid (derived from plants) and glycolic acid that gently exfoliates and hydrates to reveal smoother, brighter skin over time by removing dead surface skin cells. Water, Palm Kernel/Coco Glucoside, Caulerpa Lentillifera (Seaweed) Extract, Sodium Hyaluronate, Vaccinium Angustifolium (Blueberry) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit, Glycolic Acid, Lactic Acid, Physalis Peruviana (Groundcherry) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Arctostaphylos Uva Ursi (Bearberry) Leaf Extract, Morus Nigra (Mulberry) Fruit Extract, Vaccinium Myrtillus (Bilberry) Fruit Extract, Beta-Glucan, Scutellaria Baicalensis (Skullcap) Root Extract, Paeonia Suffruticosa (Peony) Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Betaine, Sodium Chloride, Fragrance. 
Clean at Sephora products are formulated without:
SulfatesSLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",https://sephora.com/product/blueberry-bounce-gentle-cleanser-P436359?icid2=products%20grid:p436359,Sephora
Kiehl's Since 1851,Ultra Facial Cleanser,face cleanser,21.0,4.5,"What it is: A foaming cleanser formulated to help remove excess oil, dirt, and debris.Skin Type: Normal, Dry, SensitiveSkincare Concerns: Oiliness, Dullness and Uneven Texture, and Acne and BlemishesFormulation: Lightweight GelHighlighted Ingredients:- Apricot Kernel Oil: Moisturizes and softens skin while helping retain clarity and suppleness.  - Avocado Oil: Helps to restore the natural moisture of the skin.  - Squalane (Perhydrosqualene or Perhydrosqualene Vegetal): Is easily absorbed and helps restore skin’s natural moisture balance to keep it extra soft and supple.   What Else You Need to Know: This gentle face wash helps lift away dirt and excess oil without over-drying skin. With emollients like apricot kernel oil, avocado oil, and squalane, this liquid formula cleanses skin gently without stripping it of its natural oils.   "," Water, Sodium Laureth Sulfate, Decyl Glucoside, Glycerin, Cocamidopropyl Betaine, Disodium Cocoamphodiacetate, Acrylates Copolymer, PEG-200 Hydrogenated Glyceryl Palmate, Lauryl Glucoside, Sodium Chloride, Pentylene Glycol, Triethanolamine, Phenoxyethanol, PEG-7 Glyceryl Cocoate, Distearyl Ether, Behenyl Alcohol, Methylparaben, Laureth-2, Propylparaben, Sodium Methylparaben, Squalane, Prunus Amygdalus Dulcis Oil/Sweet Almond Oil, Prunus Armeniaca Kernel Oil/Apricot Kernel Oil, Tocopherol, Ascorbyl Glucoside, Persea Gratissima Oil/Avocado Oil, Sodium Hydroxide, Citric Acid.",https://sephora.com/product/ultra-facial-cleanser-P422007?icid2=products%20grid:p422007,Sephora
boscia,Clear Complexion Cleanser,face cleanser,28.0,4.5,"What it is:  A blemish-banishing cleansing gel gently and effectively exfoliates to unclog and purify pores while visibly minimizing blemisheswithout irritation.Skin Type: Normal, Dry, Combination, and Oily Skincare Concerns: Acne, Blemishes, and Redness Formulation: GelHighlighted Ingredients:- Willow Bark Extract: A natural beta hydroxy acid (salicylic acid) derived from the willow tree that gently and effectively exfoliates to unclog and purify pores, as well as refining their appearance.- Rosemary Leaf Extract: An effective antioxidant that helps to visibly firm skin and reduce the appearance of pores.	- Geranium: Supports circulation, balances the production of sebum, and helps tighten skin’s appearance.  What Else You Need to Know:  This ultra-refreshing cleansing gel cleanses while helping to purify skin by removing dirt and debris, maintaining a clear-looking complexion, without irritation. It is powered by willow bark extract, a natural salicylic acid, to effectively exfoliate to unclog and purify pores.Clean at Sephora When you spot our Clean seal, you can be sure we’ve checked that this brand’s product is made without the ingredients you told us you’d most like to avoid. Clean at Sephora™ is formulated without: Sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, triclocarban. All skincare, hair, and makeup brands with the Clean Seal have less than one percent of synthetic fragrances."," -Willow Bark Extract: A natural Beta Hydroxy Acid (Salicylic Acid) derived from the Willow Tree that gently and effectively exfoliates to unclog and purify pores, as well as refining their appearance.-Rosemary Leaf Extract: An effective antioxidant and anti-inflammatory that helps to visibly firm skin and reduce the appearance of pores.	-Geranium: Supports circulation, balances the production of sebum, and helps tighten skin’s appearance.  Water, Hydrogenated Starch Hydrolysate, Disodium Cocoyl Glutamate, Diglycerin, Acrylates/Steareth-20 Methacrylate Copolymer, Sodium Cocoyl Glycinate, Butylene Glycol, Methyl Gluceth-10, Sodium Cocoyl Glutamate, Salix Nigra (Willow) Bark Extract, Simmondsia Chinensis (Jojoba) Seed Extract, Epilobium Angustifolium/Leaf/Stem Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Pelargonium Graveolens Flower Oil, Citric Acid, 1,2-Hexanediol, Caprylyl Glycol, Sodium Lauroyl Glutamate, Trisodium Ethylenediamine Disuccinate, Cellulose Gum, Sclerotium Gum, Polysorbate 20.Please refer to the ingredient list shown on your product for the most up-to-date information.
Clean at Sephora products are formulated without:
SulfatesSLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",https://sephora.com/product/clear-complexion-cleanser-P199612?icid2=products%20grid:p199612,Sephora
Caudalie,Vinopure Pore Purifying Gel Cleanser,face cleanser,28.0,4.5,"What it is:  A pore purifying cleanser powered by 100 percent natural salicylic acid to minimize the look of pores, blemishes, and oil.Skin Type: Combination and Oily Skincare Concerns: Pores, Acne and Blemishes, and Oiliness Formulation: GelHighlighted Ingredients:- Natural Salicylic Acid: Unclogs and tightens the appearance of pores.- Organic Essential Oil Complex and Grape Seed Polyphenols: Antibacterial, antioxidant; reduce the look of blemishes. - Grape Water: Soothes and visibly reduces redness.  Ingredient Callouts: This product is vegan and gluten-free. What Else You Need to Know:  This oil-free, gel-to-foam cleanser visibly tightens pores while minimizing excess sebum, blackheads, and imperfections. The non-drying formula features antioxidant grape seed polyphenols, anti-bacterial essential oil complex, redness-reducing gape water, plus organic rose water to promote a healthy glow. Your purchase helps the planet. Caudalie donates 1 percent of sales to plant trees. Merci!Clinical Results: Based on a self-assessment of 30 participants, after 28 days:- 96% found their skin purified- 83% found their pores unclogged- 83% found their skin less shinyClean at Sephora When you spot our Clean seal, you can be sure we’ve checked that this brand’s product is made without the ingredients you told us you’d most like to avoid. Clean at Sephora™ is formulated without: Sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, triclocarban. All skincare, hair, and makeup brands with the Clean Seal have less than one percent of synthetic fragrances."," -Natural Salicylic Acid: Unclogs and tightens the appearance of pores.-Organic Essential Oil Complex and Grape Seed Polyphenols: Antibacterial, antioxidant; reduces the look of blemishes. -Grape Water: Soothes and visibly reduces redness.  Water, Vitis Vinifera (Grape) Fruit Water, Decyl Glucoside, Glycerin, Sodium Cocoyl Glutamate, Sucrose Cocoate, Acacia Senegal Gum, Xanthan Gum, Propanediol, Sodium Glutamate, Sodium Chloride, Caprylyl Glycol, Coconut Acid, Salicylic Acid, Vitis Vinifera (Grape) Juice, Cymbopogon Citratus Leaf Oil, Lavandula Hybrida Oil, Melissa Officinalis Leaf Oil, Mentha Piperita (Peppermint) Oil, Pelargonium Graveolens Flower Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Citric Acid, Potassium Sorbate, Sodium Benzoate, Citral, Citronellol, Geraniol, Linalool.",https://sephora.com/product/vinopure-pore-purifying-gel-cleanser-P446939?icid2=products%20grid:p446939,Sephora
