index,brand,product,product_type, price ,rating,details,ingredients,url,store
951,NUDESTIX,Gel Color Lip + Cheek Balm,blush, 26.00 , 4.5 ,"What it is: A multitasking balm that provides a fresh, wet gloss without stickiness for cheeks and lips and offers super hydrating lip protection.What does: This ultra-moisturizing lip balm features rich color and gel shine. It is formulated with over 30 percent super hydrating, lip-protecting plant oils derived from rapeseed, sunflower, cottonseed, and soybean, as well as vitamin E as an antioxidant. Gel Color Lip + Cheek Balm offers vibrant color and smooth coverage, while gel polymers provide a fresh, wet gloss without stickiness. What it is formulated WITHOUT:- Parabens- Sulfates- PhthalatesWhat else you need to know: ""We love this Gel Color because it’s non-sticky and super soft. We love glossy lips, especially during summer, because it’s so fresh and pretty.""Ally and Taylor Frankel, NUDESTIX Co-Founders and Chief Inspiration OfficersThis product is dermatologist tested for sensitive skin and is not tested on animals. It is free of animal-derived ingredients and preservatives.","Makeup crayons for all faces, in all places. Created and modeled by sisters Ally and Taylor Frankel. 
Visit the NUDESTIX boutique",https://sephora.com/product/gel-color-lip-cheek-balm-P408286?icid2=products%20grid:p408286,Sephora
952,Benefit Cosmetics,Cheeky Camper Mini Blush & Bronzer Palette,blush,, 5.0 ,"What it is: A mini blush and bronzer palette to brighten, bronze, and blush. What Else You Need to Know: This portable palette features a fair matte bronzer, coral-pink blush, and baby-pink brightening powder, all “wrapped” together in an adorable vintage-inspired camper design.This Set Contains:- 0.14 oz/ 4.14 mL Hoola Lite Bronzer- 0.12 oz/ 3.5 mL Dandelion Highlighter- 0.14 oz/ 4.14 mL CORALista Blush","Hoola Lite Bronzer:  Talc, Iron Oxides (Ci77491-Ci77492-Ci77499), Zinc Stearate, Ethylhexyl Palmitate, Titanium Dioxide (Ci77891), Dimethicone, Manganese Violet (Ci77742), Methylparaben, Sodium Dehydroacetate, Boron Nitride, Propylparaben, Butylparaben.Dandelion Highlighter:  Synthetic Fluorphlogopite, Boron Nitride, Silica, Hdi/Trimethylol Hexyllactone Crosspolymer, Cetearyl Ethylhexanoate, C12-20 Acid Peg-8 Ester, Glycerin, Squalane, Dicalcium Phosphate, Caprylyl Glycol, Ethylhexylglycerin, Polysorbate 80, Potassium Sorbate, Phenoxyethanol, 1,2 Hexanediol, Xanthan Gum, Parfum (Fragrance), Tin Oxide, Hexylene Glycol, Limonene, Linalool, Hexyl Cinnamal, Benzyl Salicylate, Citral, Butylphenyl Methylpropional, Citronellol, Eugenol, Tocopherol, Bht. [+/-: Ci 15850 (Red 6, Red 7, Red 7 Lake), Ci 15985 (Yellow 6, Yellow 6 Lake), Ci 19140 (Yellow 5, Yellow 5 Lake), Ci 42090 (Blue 1 Lake), Ci 45410 (Red 27, Red 27 Lake, Red 28 Lake), Ci 73360 (Red 30, Red 30 Lake), Ci 77007 (Ultramarines), Ci 77163 (Bismuth Oxychloride), Ci 77288 (Chromium Oxide Greens), Ci 77289 (Chromium Hydroxide Green), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Ci 77510 (Ferric Ferrocyanide, Ferric Ammonium Ferrocyanide), Ci 77742 (Manganese Violet), Ci 77891 (Titanium Dioxide)].Coralista Blush:  Alc, Synthetic Fluorphlogopite, Nylon-12, Mica, Magnesium Stearate, Phenyl Trimethicone, Polysorbate 60, Cetearyl Ethylhexanoate, Sorbitan Stearate, Ethylhexyl Palmitate, Tridecyl Trimellitate, Sodium Dehydroacetate, Lauroyl Lysine, Parfum (Fragrance), Caprylyl Glycol, Pentylene Glycol, Limonene, Linalool, Hexyl Cinnamal, Benzyl Salicylate, Citral, Butylphenyl Methylpropional, Citronellol, Eugenol, Bht, Tocopherol. [+/-: Ci 15850 (Red 6, Red 7, Red 7 Lake), Ci 15985 (Yellow 6, Yellow 6 Lake), Ci 19140 (Yellow 5, Yellow 5 Lake), Ci 42090 (Blue 1 Lake), Ci 45410 (Red 27, Red 27 Lake, Red 28 Lake), Ci 73360 (Red 30, Red 30 Lake), Ci 77007 (Ultramarines), Ci 77163 (Bismuth Oxychloride), Ci 77288 (Chromium Oxide Greens), Ci 77289 (Chromium Hydroxide Green), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Ci 77510 (Ferric Ferrocyanide, Ferric Ammonium Ferrocyanide), Ci 77742 (Manganese Violet), Ci 77891 (Titanium Dioxide)].",https://sephora.com/product/cheeky-camper-P450852?icid2=products%20grid:p450852,Sephora
953,Too Faced,Sweet Peach Papa Don’t Peach Blush,blush, 30.00 , 4.5 ,"What it is:
A brightening blush that's infused with a peach fragrance. 

What it does:
 Sweet Peach Papa Don't Peach Blush's sweet peachy-bronze hue imparts fresh, youthful-looking radiance to cheeks for a touch of summertime warmth. Infused with the essence of peach, this blush smells like peaches, and its rich, pigmented shade provides buildable payoff. Wearable and flattering on any skin tone, it leaves a gilded, pink-pearl, brightening finish.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
 At a dinner in Paris, Too Faced Co-founder and Chief Creative Officer Jerrod Blandino had a culinary moment with a peach trifle dessert that featured peaches roasted on an open flame and caramelized. That rich bronzy peach color inspired him to bring back the iconic Papa Don’t Peach Blush from the Too Faced archives. He says it is the perfect natural blush with just enough warmth and a pop of luminosity that every woman can wear. 
This product is cruelty-free and free of gluten. ","Mica, Talc, Zinc Stearate, Caprylic/Capric Triglyceride, Tricaprylin, Ethylene/Acrylic Acid Copolymer, Boron Nitride, Nylon-12, Tin Oxide, Fragrance, Poloxamer 338, Silica, Glycerin, Prunus Persica (Peach) Fruit Extract/Prunus Persica Fruit Extract, Sodium Dehydroacetate, Phenoxyethanol, Sorbic Acid, Limonene, Geraniol, Hexyl Cinnamal, Linalool, Carmine (CI 75470), Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492), Red 30 Lake (CI 73360).",https://sephora.com/product/papa-dont-peach-blush-P63984263?icid2=products%20grid:p63984263,Sephora
954,Ciaté London,Glow-To Illuminating Blush,blush, 26.00 , 4.5 ,"What it is:A long-wearing, skin-brightening blush.What it does: Glow-To Illuminating Blush leaves any complexion with a healthy-looking flush of color that’s fused with a skin enhancing highlight. Each shade can be applied subtly for a barely-there look or it can simply be layered for more intense color.What it is formulated WITHOUT:- Parabens- Sulfates- PhthalatesWhat else you need to know: The technique for dispersing the highlight into the blush makes each design completely unique; however, each Glow To Illuminating Blush contains the exact same amount of highlight and pigment.This product is vegan and cruelty-free.","Mica, HDI/Trimethylol Hexyllactone Crosspolymer, Cetearyl Ethylhexanoate, Dicalcium Phosphate, PTFE, Dimethicone, Squalane, Glycerin, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Lauroyl Lysine, Caprylyl Glycol, Ethylhexylglycerin, Polysorbate 20, 1,2-Hexanediol, Silica, Carrageenan (Chondrus Crispus), Xanthan Gum, Pentaerythrityl Tetra-Di-t-Butyl Hydroxyhydrocinnamate, Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Iron Oxides (CI 77491, CI 77492, CI 77499).",https://sephora.com/product/glow-to-illuminating-blush-highlight-P418830?icid2=products%20grid:p418830,Sephora
955,Natasha Denona,Bloom Blush & Glow Palette,blush, 55.00 , 4.5 ,"What it is: An ultimate glow palette inspired by Natasha Denona’s bestselling Diamond & Blush Palette, featuring some of her bestselling shades and formulas. Ingredient Callouts: Free of parabens. This product is also cruelty-free and gluten-free.What Else You Need to Know: This palette contains a range of exquisite formulas. The hydrating, velvety cream blush is designed to give your skin a healthy flush of color. Glow Cream Base is a hydrating, luminous cream highlight with real crushed mineral pearls to give your skin the ultimate glow. Duo Glow is a multipurpose, duo-chrome highlighting powder with real, crushed, mineral duo-chrome pearls to give your skin a supernatural, shade-shifting glow. Extreme Glow is a multidimensional, sparkling, creamy powder highlight with a soft-focus, HD finish and a velvety-smooth texture.This Palette Contains:- Glow Cream Base in Peach (natural peach)- Cream Blush in Fuchsia (deep cherry red with a subtle bronze shine)- Glow Extreme in Light Rose (nude champagne)- Duo Glow in Vibrant, Golden Coral (vibrant coral with golden champagne)","Glow Extreme:Talc, Aluminum Calcium  Sodium Silicate, Calcium Titanium Borosilicate, Diisostearyl Malate, Dimethicone, Isostearyl Neopentanoate, Zinc Stearate, Polybutene, Octyldodecyl Stearoyl Stearate, Mica, Caprylyl Glycol,  Tin Oxide, Phenoxyethanol, Aluminum Hydroxide, Dimethicone Crosspolymer, Hexylene Glycol. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Carmine (Ci 75470), Yellow 5 Lake (Ci 19140).Duo Glow:Talc, Mica, Diisostearyl Malate, Dimethicone, Synthetic Fluorphlogopite, Zinc Stearate, Isostearyl Neopentanoate, Polybutene, Octyldodecyl Stearoyl Stearate, Aluminum Hydroxide, Isopropyl Isostearate, Caprylyl Glycol, Phenoxyethanol,  Dimethicone Crosspolymer, Hexylene Glycol, Tocopherol, Lecithin, Ascorbyl Palmitate, Glyceryl Stearate, Glyceryl Oleate, Citric Acid, Tin Oxide. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Red 7 Lake (Ci 15850), Yellow 5 Lake (Ci 19140).Cream Blush:Isostearyl Neopentanoate, Mica, Polyurethane 44, Synthetic Fluorphlogopite, Copernicia Cerifera Cera (Copernicia Cerifera (Carnauba) Wax), Candelilla Cera (Euphorbia Cerifera (Candelilla) Wax), Silica, Dimethicone, Triethoxycaprylylsilane, Aluminum Hydroxide. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Red 7 Lake (Ci 15850).Glow Cream Base:Ethylhexyl Palmitate, Hydrogenated Polyisobutene, Polymethyl Methacrylate, Mica, Trimethylsiloxyphenyl Dimethicone, Cera Microcristallina (Microcrystalline Wax), Isostearyl Neopentanoate, Silica, Cera Alba (Beeswax), Copernicia Cerifera Cera (Copernicia Cerifera (Cernauba) Wax), Aluminum Hydroxide, Tin Oxide. May Contain (+/-): Ci 77891  (Titanium Dioxide), Iron Oxides (Ci 77491), Ci 77499 (Iron Oxides), Carmine (Ci 75470), Red 28 Lake (Ci 45410), Yellow 5 Lake (Ci 19140).",https://sephora.com/product/bloom-palette-blush-glow-palette-P441872?icid2=products%20grid:p441872,Sephora
956,Benefit Cosmetics,Gold Rush Blush,blush, 30.00 , 4.0 ,"What it is: A warm, golden-nectar blush.What it does: Benefit's new Gold Rush Blush has a custom golden nugget design and an overspray that gradually lifts away to reveal a rich, golden shade infused with delicate, golden flecks. Sweep on this golden-nectar blush for a rush of gilt-y pleasure. The universally-flattering peach color is buildable, blendable, and adds a touch of luxe to every look. It also features a signature golden ""glamber"" scent with notes of citrus, vanilla, and sandalwood.Beauty Tip: Layer Gold Rush Blush over Benefit's bestselling Hoola Matte Bronzer (sold separately) for a gorgeous, back-from-the-beach glow.","Synthetic Fluorphlogopite, Mica, Cetearyl Ethylhexanoate, HDI/Trimethylol Hexyllactone Crosspolymer, Dicalcium Phosphate, Glycerin, Squalane, Fragrance, Octyldodecyl Stearoyl Stearate, Caprylyl Glycol, Ethylhexylglycerin, Polysorbate 80, 1,2-Hexanediol, Benzyl Salicylate, Dimethicone, Chondrus Crispus Extract, Xanthan Gum, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Zinc Stearate, Silica, Lauroyl Lysine, Amyl Cinnamal, Cetearyl Alcohol, Limonene, Coumarin, Hexyl Cinnamal, Linalool, Geraniol, Citronellol, BHT, Citral, Acrylates/Octylacrylamide Copolymer, Isostearyl Alcohol, Stearic Acid, Tocopherol, Water.  May Contain (+/-): Red 6/Red 7/Red 7 Lake (Ci 15850), Yellow 6/Yellow 6 Lake (Ci 15985), Yellow 5/Yellow 5 Lake (Ci 19140), Blue 1 Lake (Ci 42090), Red 27/Red 27 Lake/Red 28 Lake (Ci 45410), Red 30/Red 30 Lake (Ci 73360), Ultramarines (Ci 77007), Bismuth Oxychloride (Ci 77163), Chromium Oxide Greens (Ci 77288), Chromium Hydroxide Green (Ci 77289), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Ferric Ferrocyanide/Ferric Ammonium Ferrocyanide (Ci 77510), Manganese Violet (Ci 77742), Titanium Dioxide (Ci 77891)].*Please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.",https://sephora.com/product/gold-rush-blush-P429998?icid2=products%20grid:p429998,Sephora
957,lilah b.,Divine Duo™ Lip & Cheek,blush, 46.00 , 4.5 ,"What it is:A multipurpose, long-wearing, creamy lip and cheek duo with a luxurious matte finish.   
What it does: Long-wearing yet creamy and moisturizing, this innovative formulation provides blendable and buildable colorperfect for day and night. Apply as a cream eyeshadow for the ultimate multitasker.                                                    

What else you need to know:This product is cruelty-free, vegan, and free of synthetic fragrances and gluten.  lilah b. embodies the philosophy of ""With less, you are more"" with their streamlined multipurpose collection of color. Simplify your beauty routine with their healthy, good-for-you formulations and achieve a finished, flawless look with fewer products. The luxurious formulas are enriched with aloe, agar, and other beneficial botanicals to deliver a healthy, glowing finish, and come housed in sleek, modern, signature stones.

Clean at Sephora
Clean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab."," -Aloe: Delivers a healthy-looking, hydrating finish.-Agar: Leaves skin hydrated and glowing.-Coconut Oil: Leaves skin supple and moisturized. Hydrogenated Polyisobutene, Tricaprylin, Ethylhexyl Palmitate, Microcrystalline Wax, Polyethylene, Polyglyceryl-3 Diisostearate, Phenylisopropyl Dimethicone, Polymethylsilsesquioxane, Silica, Octyldodecyl Stearoyl Stearate, Octyldodecanol, Euphorbia Cerifera (Candelilla) Wax, Polysilicone-22, Disteardimonium Hectorite, Dimethicone, Synthetic Beeswax, Aloe Barbadensis Leaf Extract, Agar, Cocos Nucifera (Coconut) Oil, Mica, Alumina, Talc, Potassium Sorbate, Barium Sulfate, Polyhydroxystearic Acid. May Contain: Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891), Blue 1 Lake (Ci 42090), Red 27 Lake (Ci 45410), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Yellow 5 Lake (Ci 19140).",https://sephora.com/product/divine-duo-lip-cheek-P421444?icid2=products%20grid:p421444,Sephora
958,NARS,Orgasm Illuminating Loose Powder,blush, 28.00 , 4.0 ,"What it is:A silky-soft, loose illuminating powder in the iconic, universally-flattering Orgasm shade.What it does: This silky, soft-lit loose powder blends effortlessly onto skin with a glimmering finish. In the cult-classic Orgasm hue, the formula features shimmer powders that reflect light off skin for a naturally glowing look. This versatile powder can be used to illuminate and accentuate the high points of the face and décolleté.What else you need to know:This shimmery powder delivers a natural, soft glow to blur the look of imperfections. Use it to accentuate cheeks with a wash of color, or apply it to the high points of the face and décolleté to illuminate skin.Orgasm is the perfect blend of peachy pink with golden shimmer to achieve naturally flushed cheeks. The iconic shade has been an award-winning editors’ pick, pro favorite, and a makeup artist kit staple for years.This formula is oil-, talc-, and fragrance-free.""When I created Orgasm, I wanted a shade that everyone could wear.""François Nars, Brand Founder and Creative Director","Sodium Dehydroacetate, Sorbic Acid, Potassium Sorbate, Tin Oxide, Carmine (Ci 75470), Iron Oxides (Ci 77491), Mica, Titanium Dioxide (Ci 77891).",https://sephora.com/product/orgasm-illuminating-loose-powder-P13248978?icid2=products%20grid:p13248978,Sephora
959,Benefit Cosmetics,Dandelion Twinkle Highlighter,blush, 30.00 , 4.0 ,"What it is: A nude-pink powder highlighter.What it does: Benefit's Dandelion Twinkle Highlighting Powder is the perfect nude-pink shade. Its baked technology creates a sheer, whisper-light texture and delicate radiance, perfect for highlighting and brightening for a luminous, girly glow. This superfine highlighting powder is infused with Benefit’s signature dandy daydream scent with notes of delicate blossom, and it comes with a natural, soft-bristle brush.Beauty Tip: Layer watt's up! Champagne Cream-To-Powder Highlighter (sold separately) under Dandelion Twinkle to boost your glow.","Synthetic Fluorphlogopite, Boron Nitride, Silica, Hdi/Trimethylol Hexyllactone Crosspolymer, Cetearyl Ethylhexanoate, C12-20 Acid Peg-8 Ester, Glycerin, Squalane, Dicalcium Phosphate, Caprylyl Glycol, Ethylhexylglycerin, Polysorbate 80, Potassium Sorbate, Phenoxyethanol, 1,2 Hexanediol, Xanthan Gum, Fragrance, Tin Oxide, Hexylene Glycol, Limonene, Linalool, Hexyl Cinnamal, Benzyl Salicylate, Citral, Butylphenyl Methylpropional, Citronellol, Eugenol, Tocopherol, Bht. [+/-:  Ci 15850 (Red 6, Red 7, Red 7 Lake), Ci 15985 (Yellow 6, Yellow 6 Lake), Ci 19140 (Yellow 5, Yellow 5 Lake), Ci 42090 (Blue 1 Lake), Ci 45410 (Red 27, Red 27 Lake, Red 28 Lake), Ci 73360 (Red 30, Red 30 Lake), Ci 77007 (Ultramarines), Ci 77163 (Bismuth Oxychloride), Ci 77288 (Chromium Oxide Greens), Ci 77289 (Chromium Hydroxide Green), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Ci 77510 (Ferric Ferrocyanide, Ferric Ammonium Ferrocyanide), Ci 77742 (Manganese Violet), Ci 77891 (Titanium Dioxide)].",https://sephora.com/product/dandelion-twinkle-P417320?icid2=products%20grid:p417320,Sephora
960,KEVYN AUCOIN,The Neo-Blush,blush, 38.00 , 4.5 ,"What it is: An innovative blush compact that blends pearl, satin, and matte finishes for a multidimensional cheek look.What Else You Need to Know: This richly-pigmented, lightweight blush glides evenly onto skin without streaking to color, contour, and illuminate the cheeks. Each shade features a trio of colors and finishes in gradient form, allowing for personalization of blush looks, from natural to a powerful pop of color. It’s available in four shades.","Shade 1:Mica, Talc, Synthetic Fluorphlogopite, Octyldodecanol, Magnesium Stearate, Octyldodecyl Stearoyl Stearate, Phenoxyethanol, Bis-Diglyceryl Polyacyladipate-2, Caprylyl Glycol, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopheryl Acetate, Water, Stearic Acid, Tin Oxide. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 7 Lake (Ci 15850), Red 30 Lake (Ci 73360), Manganese Violet (Ci 77742).Shade 2:Mica, Talc, Octyldodecanol, Magnesium Stearate, Octyldodecyl Stearoyl Stearate, Phenoxyethanol, Bis-Diglyceryl Polyacyladipate-2, Caprylyl Glycol, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopheryl Acetate, Alumina, Triethoxycaprylylsilane, Water, Stearic Acid. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77499), Red 7 Lake (Ci 15850).Shade 3:Mica, Talc, Octyldodecanol, Magnesium Stearate, Octyldodecyl Stearoyl Stearate,  Phenoxyethanol, Bis-Diglyceryl Polyacyladipate-2, Caprylyl Glycol, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopheryl Acetate, Water, Stearic Acid. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Ultramarines (Ci 77007).",https://sephora.com/product/the-neo-blush-P430965?icid2=products%20grid:p430965,Sephora
961,Benefit Cosmetics,Lovetint Lip & Cheek Stain,blush, 18.00 , 4.0 ,"What it is: A fiery-red lip and cheek stain that leaves a passionate flush.What Else You Need to Know: The doe-foot applicator glides right on for a gorgeous look in seconds. Apply the smudge-proof, non-drying formula on lips and cheeks for kiss-proof, long-lasting, vibrant color.","Aqua (Water), Ethylhexyl Stearate, Diisostearyl Malate, Pentylene Glycol, Butylene Glycol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Phenoxyethanol, Squalane, Lecithin, Polysorbate 60, Sodium Citrate, Sorbitan Isostearate, Citric Acid, Propyl Gallate. CI 12085 (Red 36, Red 36 Lake), CI 15850 (Red 6, Red 7, Red 7 Lake), CI 15985 (Yellow 6, Yellow 6 Lake), CI 17200 (Red 33), CI 19140 (Yellow 5, Yellow 5 Lake), CI 42090 (Blue 1, Blue 1 Lake), CI 45380 (Red 21, Red 21 Lake, Red 22, Red 22 Lake), CI 45410 (Red 27, Red 27 Lake, Red 28, Red 28 Lake), CI 73360 (Red 30, Red 30 Lake), CI 77163 (Bismuth Oxychloride), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 77742 (Manganese Violet), CI 77891 (Titanium Dioxide). ",https://sephora.com/product/love-tint-tinted-lip-cheek-stain-P447374?icid2=products%20grid:p447374,Sephora
962,INC.redible,For The First Time Bounce Blush,blush, 10.00 , 4.5 ,"What it is: A whipped, bouncy blush that melts seamlessly onto skin, giving you a lit-from-within, flawless flush.What Else You Need to Know: Bounce blush adds a soft-focus, warm glow across cheeks for a flawless flush. It’s available in three highly-pigmented shades (each sold separately)First Time For Everything is a hot-rose shade, My First Love is a dusty-cool pink, and Be My First Kiss is a burnt-apricot shade.","Cyclomethicone, Cetyl Dimethicone, Dimethicone Crosspolymer, Phenoxyethanol, Caprylyl Glycol, Tocopheryl Acetate. May Contain (+/-): Alumina, Glycerin, Mica, Tin Oxide, Aluminum Hydroxide, Aluminum Benzoate, Titanium Dioxide (Ci 77891), Red 30 Lake (Ci 73360), Iron Oxides (Ci 77499, Ci 77492, Ci 77491), D&C Red No. 7 (Ci 15850:1), D&C Red No. 28 (Ci 45410).",https://sephora.com/product/for-first-time-bounce-blush-P442249?icid2=products%20grid:p442249,Sephora
963,SEPHORA COLLECTION,Holographic Face & Cheek Palette,blush,, 4.5 ,"What it is: An all-in-one palette of holographic pearl and beautiful matte blush shadesdesigned to be worn alone or layered on top of one another for a dramatic affect.
What it does: This is the ultimate layer and glow palette. The silky-soft powder formula comes in a mix of expertly coordinated holographic top coat shades (top row) and matte blush shades (bottom row). All shades can be worn alone or layered on top of one another for a multidimensional look.
This set contains:- 3 x 0.113 oz/ 3.2 g Transformers in Green, Blue, Pink
- 3 x 0.136 oz/ 3.86 g Matte Blush in Warm Rose, Purple, Pink
What else you need to know: Pro tip: apply shades alone or layer the matte blush shades (bottom row) with the corresponding transforming shades (top row) on top for a holographic blast of color. For added definition, contour the face using Sephora Collection's Contour Palette.
","Green Holographic:Dimethicone, CI 77891 (Titanium Dioxide), Mica, Magnesium Stearate, Nylon-12, Cyclopentasiloxane, Trimethylsiloxysilicate, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenoxyethanol, Tocopheryl Acetate, Ethylhexylglycerin.
Pink Holographic:Dimethicone, Mica, CI 77891 (Titanium Dioxide), Magnesium Stearate, Nylon-12, Cyclopentasiloxane, Trimethylsiloxysilicate, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenoxyethanol, Tin Oxide, Tocopheryl Acetate, Ethylhexylglycerin, CI 77491 (Iron Oxides), CI 75470 (Carmine).
Blue/Purple Holographic:Dimethicone, Mica, CI 77891 (Titanium Dioxide), Magnesium Stearate, Cyclopentasiloxane, Trimethylsiloxysilicate, Nylon-12, CI 77007 (Ultramarines), Dimethicone/Vinyl Dimethicone Crosspolymer, Phenoxyethanol, CI 75470 (Carmine), Tocopheryl Acetate, Ethylhexylglycerin.
Purple Matte:Talc, Mica, CI 77891 (Titanium Dioxide), Magnesium Stearate, Dimethicone, Hydrogenated Polyisobutene, CI 45410 (Red 28 Lake), Octyldodecyl Stearoyl Stearate, CI 77007 (Ultramarines), Phenoxyethanol, Nylon-12, Bis-Diglyceryl Polyacyladipate-2, CI 77499 (Iron Oxides), Tocopheryl Acetate, CI 15850 (Red 7 Lake), Alumina, Ethylhexylglycerin, Triethoxycaprylylsilane, CI 77492 (Iron Oxides), CI 77491 (Iron Oxides).
Pink Matte:Talc, Mica, Magnesium Stearate, CI 77891 (Titanium Dioxide), CI 77499 (Iron Oxides), Dimethicone, Hydrogenated Polyisobutene, Octyldodecyl Stearoyl Stearate, CI 15850 (Red 7 Lake), Phenoxyethanol, CI 15850 (Red 6), Bis-Diglyceryl Polyacyladipate-2, CI 77492 (Iron Oxides), Tocopheryl Acetate, CI 77491 (Iron Oxides), Ethylhexylglycerin, Alumina, Triethoxycaprylylsilane.
Warm Rose Matte:Talc, Mica, Nylon-12, CI 77491 (Iron Oxides), Magnesium Stearate, Dimethicone, Hydrogenated Polyisobutene, Octyldodecyl Stearoyl Stearate, CI 77499 (Iron Oxides), Phenoxyethanol, Bis-Diglyceryl Polyacyladipate-2, Tocopheryl Acetate, CI 77492 (Iron Oxides), Ethylhexylglycerin.
",https://sephora.com/product/holographic-face-cheek-palette-P428692?icid2=products%20grid:p428692,Sephora
964,rms beauty,Pressed Blush,blush, 24.00 , 4.0 ,"What it is: A concentrated, creamy, pressed-powder blush that builds easily for a dramatic flush.Highlighted Ingredients: - Buriti Oil: Delivers beta-carotene, antioxidants, fatty acids, and vitamin A; helps to diminish fine lines and wrinkles; Helps protect against free radicals; and moisturizes the skin.- Rosemary Leaf Extract: Provides natural antibacterial and antimicrobial benefits, potent antioxidant benefits, and protection against free radicals, and helps regulate oil balance.- Vegetable Squalane: Balances oil production, provides moisture, and calms redness. Ingredient Callouts: This product is vegan, cruelty-free, and gluten-free, and comes in recyclable packaging.What Else You Need to Know: Moon Cry is an unbeatable, rich plum-wine with a hint of golden sheen. Lost Angel is a seductive coral-pink with lush golden undertones. Crushed Rose is a vibrant, modern pink. This hydrating, non-irritating, formula helps diminish visible signs of aging, and helps support natural skin balance for optimal skin health and luminosity.Clean at Sephora
Clean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab.","-Buriti Oil: Delivers beta-carotene, antioxidants, fatty acids, and vitamin A; helps to diminish fine lines and wrinkles; Helps protect against free radicals; and moisturizes the skin.-Rosemary Leaf Extract: Provides natural antibacterial and antimicrobial benefits, potent antioxidant benefits, and protection against free radicals, and helps regulate oil balance.-Vegetable Squalane: Balances oil production, provides moisture, and calms redness.Mica, Zinc Stearate, ** Mauritia Flexuosa (Buriti) Fruit Oil, Caprylic/Capric Triglyceride, Vegetable Squalane, Tocopherol (Non-GMO), Rosmarinus Officinalis (Rosemary) Leaf Extract, Titanium Dioxide (Ci 77891), ▲Red 6 (Ci 15850), ▲Red 7 (Ci 15850), ▲Yellow 5 (Ci 19140).",https://sephora.com/product/pressed-blush-P447161?icid2=products%20grid:p447161,Sephora
